8.3417e+06,4.1758e+09,4.1758e+09,8.3417e+06,912,8.3417e+08,8.3417e+06
1.8885e+07,9.4524e+09,9.4524e+09,1.8885e+07,897,1.8885e+09,1.8885e+07
1.3479e+07,6.7464e+09,6.7464e+09,1.3479e+07,123,1.3479e+09,1.3479e+07
2.7493e+07,1.376e+10,1.376e+10,2.7493e+07,298,2.7493e+09,2.7493e+07
9.4038e+05,4.7049e+08,4.7049e+08,9.4038e+05,112,9.4038e+07,9.4038e+05
5.2068e+06,2.6062e+09,2.6062e+09,5.2068e+06,763,5.2068e+08,5.2068e+06
1.2847e+06,6.4281e+08,6.4281e+08,1.2847e+06,805,1.2847e+08,1.2847e+06
7.5893e+06,3.7993e+09,3.7993e+09,7.5893e+06,693,7.5893e+08,7.5893e+06
8.1316e+06,4.0707e+09,4.0707e+09,8.1316e+06,682,8.1316e+08,8.1316e+06
1.4284e+07,7.1495e+09,7.1495e+09,1.4284e+07,82,1.4284e+09,1.4284e+07
1.6782e+07,8.3999e+09,8.3999e+09,1.6782e+07,222,1.6782e+09,1.6782e+07
1.0857e+07,5.4342e+09,5.4342e+09,1.0857e+07,96,1.0857e+09,1.0857e+07
1.8521e+07,9.2699e+09,9.2699e+09,1.8521e+07,498,1.8521e+09,1.8521e+07
1.1394e+07,5.7031e+09,5.7031e+09,1.1394e+07,114,1.1394e+09,1.1394e+07
1.449e+07,7.2526e+09,7.2526e+09,1.449e+07,263,1.449e+09,1.449e+07
1.2941e+07,6.4772e+09,6.4772e+09,1.2941e+07,756,1.2941e+09,1.2941e+07
4.7644e+05,2.3842e+08,2.3842e+08,4.7644e+05,747,4.7644e+07,4.7644e+05
1.3759e+07,6.887e+09,6.887e+09,1.3759e+07,700,1.3759e+09,1.3759e+07
4.4396e+06,2.2222e+09,2.2222e+09,4.4396e+06,469,4.4396e+08,4.4396e+06
2.4074e+07,1.2049e+10,1.2049e+10,2.4074e+07,306,2.4074e+09,2.4074e+07
1.1273e+07,5.6421e+09,5.6421e+09,1.1273e+07,599,1.1273e+09,1.1273e+07
1.8533e+07,9.2761e+09,9.2761e+09,1.8533e+07,783,1.8533e+09,1.8533e+07
9.2159e+06,4.6131e+09,4.6131e+09,9.2159e+06,786,9.2159e+08,9.2159e+06
1.8834e+06,9.4266e+08,9.4266e+08,1.8834e+06,64,1.8834e+08,1.8834e+06
2.1058e+07,1.054e+10,1.054e+10,2.1058e+07,370,2.1058e+09,2.1058e+07
2.2196e+07,1.1109e+10,1.1109e+10,2.2196e+07,417,2.2196e+09,2.2196e+07
8.0761e+06,4.0429e+09,4.0429e+09,8.0761e+06,658,8.0761e+08,2.9486e+06
6.1586e+06,3.0828e+09,3.0828e+09,6.1586e+06,202,6.1586e+08,6.1586e+06
2.2531e+07,1.1277e+10,1.1277e+10,2.2531e+07,923,2.2531e+09,2.2531e+07
1.4145e+07,7.0797e+09,7.0797e+09,1.4145e+07,264,1.4145e+09,1.4145e+07
1.1743e+06,5.8757e+08,5.8757e+08,1.1743e+06,880,1.1743e+08,1.1743e+06
5.5067e+06,2.7563e+09,2.7563e+09,5.5067e+06,368,5.5067e+08,5.5067e+06
1.8236e+06,9.129e+08,9.129e+08,1.8236e+06,500,1.8236e+08,1.8236e+06
1.5349e+07,7.6823e+09,7.6823e+09,1.5349e+07,864,1.5349e+09,1.5349e+07
4.4436e+06,2.2242e+09,2.2242e+09,4.4436e+06,149,4.4436e+08,4.4436e+06
1.2946e+07,6.4795e+09,6.4795e+09,1.2946e+07,398,1.2946e+09,1.2946e+07
