0,10,1000,100
1385,756,13847,1385
48,44,476,48
1440,47,14396,1440
821,836,8204,821
935,961,9350,935
1960,425,19596,1960
825,29,8248,825
513,504,5122,513
1736,24,17352,1736
817,263,8169,817
473,385,4721,473
465,617,4646,465
636,212,6356,636
1336,751,13352,1336
1022,106,10211,1022
900,650,8997,900
1731,16,17310,1731
1558,13,15580,1558
229,211,2289,229
995,569,9942,995
731,389,7302,731
613,662,6125,613
1170,171,11691,1170
1811,126,18108,1811
751,378,7509,751
907,987,9064,907
1576,765,15756,1576
835,491,8348,835
1417,898,14169,1417
1405,38,14046,1405
286,405,2851,286
755,641,7541,755
495,506,4945,495
144,586,1439,144
484,171,4837,484
1546,736,15458,1546
306,4,3058,306
1705,244,17050,1705
987,694,9862,987
1320,932,13192,1320
483,587,4824,483
1004,159,10040,1004
56,241,551,56
170,763,1693,170
1513,334,15123,1513
1374,660,13739,1374
154,763,1536,154
968,921,9672,968
1370,216,13692,1370
767,307,7669,767
111,695,1108,111
555,302,5543,555
1321,944,13210,1321
1776,554,17758,1776
577,363,5769,577
496,68,4955,496
333,281,3321,333
1324,938,13240,1324
893,98,8928,893
258,409,2576,258
802,910,8020,802
1649,721,16482,1649
1663,878,16625,1663
1183,990,11825,1183
1624,344,16235,1624
401,404,4003,401
726,311,7251,726
571,607,5708,571
1789,978,17890,1789
197,72,1962,197
376,629,3758,376
434,633,4332,434
863,32,8625,863
771,177,7701,771
814,30,8135,814
1974,658,19732,1974
1128,0,11279,1128
1449,16,14487,1449
1710,4,17099,1710
723,936,7230,723
1957,102,19567,1957
700,537,6997,700
874,494,8735,874
1394,308,13939,1394
1685,712,16846,1685
511,624,5106,511
1799,99,17984,1799
1922,796,19217,1922
929,47,9289,929
1985,31,19847,1985
1185,875,11844,1185
122,358,1216,122
1271,362,12706,1271
447,205,4470,447
1696,246,16959,1696
320,528,3200,320
1216,677,12156,1216
15,196,143,15
1912,54,19118,1912
1917,980,19170,1917
1590,601,15898,1590
340,479,3393,340
156,2,1559,156
500,482,4997,500
1615,322,16147,1615
1877,64,18769,1877
565,917,5650,565
160,462,1600,160
1596,980,15952,1596
644,758,6434,644
1460,867,14595,1460
1081,668,10803,1081
457,839,4566,457
1203,268,12023,1203
1302,449,13015,1302
26,41,256,26
1785,827,17845,1785
1003,972,10030,1003
421,884,4205,421
333,45,3323,333
337,336,3362,337
1418,551,14177,1418
259,228,2587,259
986,396,9853,986
917,728,9169,917
590,252,5892,590
721,460,7207,721
868,878,8680,868
1226,497,12251,1226
888,743,8878,888
350,0,3497,350
1336,643,13353,1336
209,295,2088,209
23,397,223,23
1784,543,17835,1784
369,389,3685,369
374,355,3734,374
959,13,9587,959
119,137,1182,119
1413,82,14130,1413
567,672,5669,567
549,352,5483,549
471,553,4702,471
881,498,8808,881
397,854,3961,397
23,18,228,23
496,174,4958,496
952,915,9516,952
1713,894,17127,1713
929,980,9281,929
654,644,6537,654
537,322,5365,537
1754,88,17540,1754
1046,616,10458,1046
1879,628,18787,1879
1750,690,17500,1750
92,910,911,92
568,455,5678,568
1589,542,15886,1589
812,764,8111,812
370,458,3696,370
1469,499,14688,1469
287,743,2866,287
1807,261,18062,1807
1273,54,12727,1273
1636,952,16357,1636
403,572,4024,403
1282,892,12814,1282
1326,283,13253,1326
594,168,5936,594
703,757,7026,703
716,271,7156,716
1673,845,16727,1673
1240,4,12395,1240
1223,693,12230,1223
404,406,4032,404
205,753,2050,205
1301,448,13005,1301
1451,409,14502,1451
1728,727,17274,1728
528,317,5279,528
1456,748,14556,1456
554,139,5533,554
1071,982,10702,1071
1641,893,16401,1641
