2,120,200
6158,30824,34249
1558,7794,8660
11500,57571,63968
329,1643,1825
5831,29182,32425
12132,60733,67482
1119,5599,6221
729,3645,4050
14426,72206,80229
18457,92382,102650
16350,81839,90933
4231,21176,23529
4393,21988,24432
18683,93515,103910
7493,37505,41673
5767,28863,32070
8871,44406,49340
5082,25435,28262
3592,17978,19976
14093,70538,78376
21688,108560,120620
12082,60487,67208
21893,109590,121770
16199,81080,90089
11972,59935,66595
21163,105930,117700
9709,48600,54000
18014,90161,100180
1042,5213,5792
7156,35817,39797
3431,17175,19084
20415,102190,113550
9340,46753,51948
5854,29297,32553
12934,64744,71938
21976,110000,122220
5927,29662,32958
2429,12154,13505
3529,17663,19626
8019,40144,44605
17450,87339,97044
21088,105550,117280
9577,47939,53266
18829,94245,104720
18098,90583,100650
19159,95896,106550
17462,87403,97115
1958,9797,10886
8201,41052,45614
9716,48635,54039
6402,32045,35606
3154,15786,17540
7364,36861,40957
11473,57436,63818
12536,62756,69729
4888,24467,27186
10252,51321,57024
20234,101280,112530
9223,46170,51300
5766,28860,32067
14149,70820,78689
2838,14203,15782
9570,47908,53232
15218,76170,84634
5067,25362,28180
17299,86583,96204
5747,28763,31959
8635,43229,48033
11879,59471,66079
7041,35241,39157
20269,101460,112730
6745,33762,37514
8161,40852,45392
21500,107620,119580
6025,30158,33509
1972,9867,10964
8673,43418,48243
8525,42675,47417
455,2274,2526
8332,41709,46344
12562,62885,69873
2011,10063,11182
9886,49487,54986
19483,97520,108360
5297,26511,29457
11945,59801,66446
3670,18368,20409
16898,84578,93976
1002,5010,5566
6655,33311,37013
1596,7984,8871
18558,92884,103210
3107,15551,17279
21447,107350,119280
20720,103710,115230
5951,29783,33093
6805,34061,37846
15441,77289,85877
1128,5645,6272
9883,49475,54973
11156,55851,62057
21155,105890,117660
1539,7699,8555
15446,77312,85903
18068,90431,100480
14767,73913,82126
20737,103790,115320
4610,23070,25634
10415,52135,57929
19991,100070,111190
10150,50813,56459
13016,65154,72394
661,3304,3671
8217,41132,45703
14366,71909,79899
10742,53773,59748
924,4626,5140
3125,15638,17376
6969,34880,38756
13771,68933,76593
17767,88928,98809
3257,16301,18113
3434,17187,19097
19680,98508,109450
11845,59300,65889
7718,38632,42925
17058,85377,94864
16587,83025,92250
13170,65925,73250
7092,35495,39439
5609,28075,31195
17564,87913,97682
9811,49113,54570
10058,50354,55949
2424,12130,13478
15029,75228,83587
19938,99799,110890
3501,17523,19470
13360,66873,74304
14605,73100,81223
2114,10577,11753
7868,39386,43763
16666,83419,92688
4399,22017,24464
20841,104310,115900
12870,64424,71583
20946,104840,116490
15217,76164,84627
16257,81374,90416
4450,22276,24752
4484,22444,24938
10277,51447,57164
15617,78169,86855
16460,82389,91544
4174,20891,23213
7595,38017,42242
21926,109750,121950
14618,73169,81300
14925,74706,83007
8096,40529,45033
17968,89931,99925
183,914,1016
11814,59146,65718
649,3245,3605
20299,101600,112890
3806,19053,21170
8474,42422,47136
2641,13217,14686
5981,29937,33264
6485,32461,36068
3703,18532,20592
3802,19032,21147
1671,8362,9291
17871,89446,99385
12419,62172,69080
15320,76682,85203
20869,104460,116070
1100,5504,6116
11481,57477,63864
684,3420,3800
11180,55967,62186
11580,57972,64414
6694,33507,37230
5626,28160,31289
17144,85810,95345
1355,6780,7533
18702,93606,104010
13526,67706,75229
1758,8795,9772
19496,97586,108430
2815,14088,15654
2503,12525,13917
14963,74897,83219
13838,69266,76963
5759,28824,32027
20708,103650,115170
18073,90454,100510
780,3900,4334
17608,88133,97926
17109,85633,95148
7904,39566,43963
16323,81704,90783
12750,63824,70916
7675,38417,42686
8735,43724,48583
2958,14804,16449
17403,87106,96785
6249,31277,34753
19380,97003,107780
16646,83320,92578
15161,75886,84318
13036,65253,72504
1241,6206,6896
14165,70899,78777
2773,13878,15420
2683,13425,14917
12591,63029,70033
21941,109830,122030
15996,80064,88960
3105,15541,17268
7149,35782,39758
4661,23325,25917
11720,58671,65190
6017,30119,33466
9504,47577,52864
8336,41729,46366
12054,60344,67049
15225,76205,84673
1255,6280,6978
14446,72305,80339
19961,99913,111020
15860,79383,88204
20179,101010,112230
15742,78793,87548
10693,53529,59477
12864,64394,71549
793,3966,4407
20268,101450,112720
11973,59940,66600
7797,39031,43368
6268,31373,34859
17236,86269,95855
10796,54047,60053
14653,73343,81493
10517,52648,58498
4921,24632,27369
9235,46233,51370
524,2621,2912
9657,48342,53714
1426,7135,7927
13917,69659,77399
11166,55896,62107
13077,65460,72734
18507,92630,102920
15132,75738,84154
12419,62168,69076
21268,106450,118280
6412,32096,35663
20565,102930,114370
19312,96662,107400
378,1890,2100
19084,95519,106130
6487,32472,36080
11804,59095,65662
3525,17645,19606
125,624,693
18331,91749,101940
18455,92369,102630
17543,87806,97563
18381,91999,102220
3659,18312,20347
16924,84709,94122
18664,93420,103800
14623,73192,81325
10245,51285,56984
20179,101010,112230
6957,34820,38689
19608,98149,109060
16033,80253,89170
11359,56864,63183
1960,9808,10898
16551,82846,92052
11897,59564,66183
7917,39631,44035
2410,12061,13402
6533,32698,36332
15245,76307,84786
372,1859,2065
13395,67050,74500
6688,33476,37196
2707,13548,15054
16265,81414,90460
16409,82131,91257
16106,80616,89574
9167,45890,50989
4919,24620,27356
7848,39287,43653
12011,60129,66810
10910,54614,60683
10987,55001,61113
20017,100190,111320
11483,57485,63873
17934,89762,99736
21297,106600,118450
16230,81235,90262
16952,84850,94278
9131,45710,50789
1695,8479,9421
11619,58169,64633
13936,69757,77508
7268,36378,40420
17341,86796,96440
5431,27181,30202
6849,34281,38090
20483,102530,113920
11839,59270,65856
6140,30733,34148
4243,21236,23596
4173,20888,23209
12568,62913,69904
13153,65840,73156
7826,39176,43529
1557,7792,8658
18718,93686,104100
7905,39572,43969
20695,103580,115090
15978,79973,88859
14856,74358,82620
657,3287,3652
20610,103160,114620
15836,79266,88074
14422,72184,80205
14053,70341,78157
11823,59191,65768
14100,70574,78416
20474,102480,113870
8489,42497,47219
15045,75306,83674
16614,83159,92399
9677,48439,53822
6449,32281,35868
2767,13845,15384
16393,82056,91174
7549,37787,41986
20993,105080,116760
2327,11642,12936
10750,53813,59793
7820,39146,43496
1257,6286,6984
17801,89096,98996
11736,58755,65284
5033,25193,27993
4892,24488,27209
16432,82251,91390
4631,23180,25756
8056,40329,44810
7343,36757,40842
3823,19134,21260
5734,28701,31890
2893,14476,16085
11089,55512,61680
19396,97085,107870
5467,27365,30406
7102,35546,39496
17057,85376,94863
275,1374,1526
1306,6533,7259
4993,24990,27767
10578,52955,58839
19494,97578,108420
18338,91780,101980
4461,22329,24810
12818,64162,71292
7184,35957,39953
8146,40777,45308
10589,53012,58903
17884,89510,99456
7561,37847,42053
11408,57110,63456
11478,57460,63845
10935,54739,60822
15011,75135,83484
3774,18890,20989
2348,11750,13056
10510,52614,58460
11754,58844,65383
7362,36849,40944
3438,17209,19122
12525,62699,69666
9782,48970,54412
11686,58506,65007
16648,83331,92590
14424,72196,80218
14733,73742,81936
2623,13129,14588
1056,5284,5871
11246,56296,62552
17398,87079,96755
19939,99805,110900
16517,82673,91859
17038,85280,94756
7899,39539,43933
30,150,167
3149,15762,17514
2221,11115,12350
6798,34025,37806
18358,91881,102090
7767,38878,43198
4853,24293,26993
4248,21261,23624
7312,36601,40668
20994,105080,116760
21249,106360,118180
102,507,563
1340,6703,7448
16753,83856,93174
16430,82238,91376
13493,67540,75045
14594,73046,81163
14943,74794,83105
13845,69301,77002
9742,48766,54185
8092,40508,45009
11575,57949,64388
17413,87156,96840
4773,23890,26545
10696,53545,59495
15025,75205,83562
11012,55130,61256
15597,78070,86745
10012,50121,55690
14722,73686,81874
1727,8640,9600
4225,21145,23495
6009,30075,33417
2228,11148,12387
19030,95252,105840
11341,56776,63085
375,1872,2080
13100,65574,72860
9253,46320,51467
4891,24479,27199
16659,83387,92653
15301,76588,85098
19449,97348,108170
20187,101050,112280
11444,57292,63658
1401,7011,7790
909,4550,5056
14491,72529,80588
14461,72381,80424
19240,96302,107000
10922,54676,60752
15155,75854,84283
12249,61319,68133
14032,70235,78039
3261,16321,18135
13241,66279,73644
5371,26882,29869
7450,37291,41435
20035,100290,111430
20819,104210,115790
12237,61258,68065
4848,24268,26965
21997,110100,122330
9051,45310,50345
4472,22385,24873
5861,29334,32594
2348,11751,13057
2905,14541,16157
10678,53456,59396
1215,6080,6756
21638,108310,120350
8911,44608,49565
8395,42024,46694
13682,68485,76095
7158,35825,39806
4472,22384,24872
10296,51541,57268
