3.0602e+06,794,3.0602e+08,3.0602e+06,3.0602e+06,1.5317e+09,1.5317e+09
1.7335e+06,64,1.7335e+08,1.7335e+06,1.7335e+06,8.6777e+08,8.6777e+08
3.5305e+07,153,3.5305e+09,3.5305e+07,3.5305e+07,1.767e+10,1.767e+10
3.5531e+07,689,3.5531e+09,3.5531e+07,3.5531e+07,1.7783e+10,1.7783e+10
2.6533e+07,568,2.6533e+09,2.6533e+07,2.6533e+07,1.328e+10,1.328e+10
2.6926e+07,464,2.6926e+09,2.6926e+07,2.6926e+07,1.3476e+10,1.3476e+10
5.2843e+06,124,5.2843e+08,5.2843e+06,5.2843e+06,2.645e+09,2.645e+09
3.1882e+07,124,3.1882e+09,3.1882e+07,3.1882e+07,1.5957e+10,1.5957e+10
1.4112e+07,337,1.4112e+09,1.4112e+07,1.4112e+07,7.0632e+09,7.0632e+09
1.7381e+07,840,1.7381e+09,1.7381e+07,1.7381e+07,8.6996e+09,8.6996e+09
2.1562e+07,82,2.1562e+09,2.1562e+07,2.1562e+07,1.0792e+10,1.0792e+10
3.6096e+07,262,3.6096e+09,3.6096e+07,3.6096e+07,1.8066e+10,1.8066e+10
2.2787e+07,442,2.2787e+09,2.2787e+07,2.2787e+07,1.1405e+10,1.1405e+10
3.5197e+07,187,3.5197e+09,3.5197e+07,3.5197e+07,1.7616e+10,1.7616e+10
1.1175e+07,234,1.1175e+09,1.1175e+07,1.1175e+07,5.5934e+09,5.5934e+09
2.5154e+07,457,2.5154e+09,2.5154e+07,2.5154e+07,1.2589e+10,1.2589e+10
6.0783e+06,39,6.0783e+08,6.0783e+06,6.0783e+06,3.0426e+09,3.0426e+09
2.0963e+07,394,2.0963e+09,2.0963e+07,2.0963e+07,1.0493e+10,1.0493e+10
1.4706e+07,383,1.4706e+09,1.4706e+07,1.4706e+07,7.3607e+09,7.3607e+09
2.9643e+07,721,2.9643e+09,2.9643e+07,2.9643e+07,1.4836e+10,1.4836e+10
3.5631e+07,512,3.5631e+09,3.5631e+07,3.5631e+07,1.7833e+10,1.7833e+10
3.7043e+07,201,3.7043e+09,3.7043e+07,3.7043e+07,1.8539e+10,1.8539e+10
1.2291e+07,564,1.2291e+09,1.2291e+07,1.2291e+07,6.1515e+09,6.1515e+09
1.1574e+07,472,1.1574e+09,1.1574e+07,1.1574e+07,5.7929e+09,5.7929e+09
3.2668e+07,954,3.2668e+09,3.2668e+07,3.2668e+07,1.6351e+10,1.6351e+10
3.6326e+07,543,3.6326e+09,3.6326e+07,3.6326e+07,1.8181e+10,1.8181e+10
2.3558e+07,401,2.3558e+09,2.3558e+07,2.3558e+07,1.1791e+10,1.1791e+10
3.4076e+07,43,3.4076e+09,3.4076e+07,3.4076e+07,1.7055e+10,1.7055e+10
2.0316e+07,240,2.0316e+09,2.0316e+07,2.0316e+07,1.0169e+10,1.0169e+10
3.3733e+07,190,3.3733e+09,3.3733e+07,3.3733e+07,1.6883e+10,1.6883e+10
2.3504e+07,985,2.3504e+09,2.3504e+07,2.3504e+07,1.1764e+10,1.1764e+10
4.6446e+06,722,4.6446e+08,4.6446e+06,4.6446e+06,2.3248e+09,2.3248e+09
1.5077e+07,254,1.5077e+09,1.5077e+07,1.5077e+07,7.5463e+09,7.5463e+09
8.9303e+06,801,8.9303e+08,8.9303e+06,8.9303e+06,4.4703e+09,4.4703e+09
1.8999e+07,119,1.8999e+09,1.8999e+07,1.8999e+07,9.5097e+09,9.5097e+09
2.1274e+07,534,2.1274e+09,2.1274e+07,2.1274e+07,1.0648e+10,1.0648e+10
1.2406e+07,869,1.2406e+09,1.2406e+07,1.2406e+07,6.2093e+09,6.2093e+09
1.673e+07,860,1.673e+09,1.673e+07,1.673e+07,8.374e+09,8.374e+09
8.2368e+05,653,8.2368e+07,8.2368e+05,8.2367e+05,4.1215e+08,4.1215e+08
5.0244e+06,710,5.0244e+08,5.0244e+06,5.0244e+06,2.5149e+09,2.5149e+09
3.655e+07,165,3.655e+09,3.655e+07,3.655e+07,1.8293e+10,1.8293e+10
1.245e+07,38,1.245e+09,1.245e+07,1.245e+07,6.231e+09,6.231e+09
3.1696e+07,862,3.1696e+09,3.1696e+07,3.1696e+07,1.5864e+10,1.5864e+10
7.4002e+06,46,7.4002e+08,7.4002e+06,7.4002e+06,3.7046e+09,3.7046e+09
1.1272e+07,870,1.1272e+09,1.1272e+07,1.1272e+07,5.6417e+09,5.6417e+09
1.0696e+07,507,1.0696e+09,1.0696e+07,1.0696e+07,5.3536e+09,5.3536e+09
2.1572e+07,742,2.1572e+09,2.1572e+07,2.1572e+07,1.0797e+10,1.0797e+10
1.098e+07,155,1.098e+09,1.098e+07,1.098e+07,5.4958e+09,5.4958e+09
3.0424e+07,873,3.0424e+09,3.0424e+07,3.0424e+07,1.5227e+10,1.5227e+10
