0,13,4000,600,0,100,70
60942,992,60942,6095,60942,30506,30506
53545,712,53545,5355,53545,26800,26800
93772,187,93772,9378,93772,46943,46943
5236,899,5236,524,5236,2620,2620
50594,222,50594,5060,50594,25326,25326
50128,872,50128,5013,50128,25093,25093
37248,131,37248,3725,37248,18647,18647
288,9,288,29,288,144,144
2041,746,2041,205,2041,1022,1022
10242,775,10242,1025,10242,5125,5125
6709,714,6709,671,6709,3358,3358
21692,996,21692,2170,21692,10856,10856
2887,268,2887,289,2887,1446,1446
85160,544,85160,8516,85160,42634,42634
20160,918,20160,2016,20160,10089,10089
516,243,516,52,516,258,258
38664,549,38664,3867,38664,19354,19354
95915,209,95915,9592,95915,48016,48016
76556,42,76556,7656,76556,38322,38322
23090,506,23090,2309,23090,11556,11556
57300,594,57300,5730,57300,28682,28682
14084,629,14084,1409,14084,7049,7049
49398,43,49398,4940,49398,24728,24728
15331,191,15331,1534,15331,7673,7673
9878,548,9878,988,9878,4943,4943
54493,569,54493,5450,54493,27276,27276
20489,36,20489,2049,20489,10253,10253
61273,792,61273,6128,61273,30671,30671
25790,126,25790,2579,25790,12908,12908
16254,405,16254,1626,16254,8133,8133
53168,74,53168,5317,53168,26611,26611
42031,57,42031,4204,42031,21040,21040
15295,90,15295,1530,15295,7655,7655
38190,731,38190,3819,38190,19118,19118
10920,595,10920,1092,10920,5465,5465
49055,7,49055,4906,49055,24556,24556
78945,941,78945,7895,78945,39520,39520
26155,306,26155,2616,26155,13091,13091
68773,992,68773,6878,68773,34425,34425
13972,746,13972,1398,13972,6993,6993
18843,466,18843,1885,18843,9431,9431
16072,460,16072,1608,16072,8042,8042
31964,974,31964,3197,31964,15999,15999
95181,897,95181,9519,95181,47649,47649
17749,873,17749,1775,17749,8882,8882
22603,529,22603,2261,22603,11311,11311
128,103,128,13,127,64,64
7121,961,7121,713,7121,3565,3565
36053,789,36053,3606,36053,18048,18048
24923,963,24923,2493,24923,12476,12476
54961,453,54961,5497,54961,27511,27511
38827,905,38827,3883,38827,19436,19436
916,41,916,92,916,458,458
23850,296,23850,2385,23850,11937,11937
85936,121,85936,8594,85936,43022,43022
24966,152,24966,2497,24966,12497,12497
15580,848,15580,1558,15580,7797,7797
68486,560,68486,6849,68486,34281,34281
75195,291,75195,7520,75195,37640,37640
79228,217,79228,7923,79228,39662,39662
67829,597,67829,6783,67829,33952,33952
96648,114,96648,9665,96648,48382,48382
98396,943,98396,9840,98396,49259,49259
4578,532,4578,458,4578,2292,2292
65218,365,65218,6522,65218,32647,32647
11852,495,11852,1186,11852,5931,5931
69485,848,69485,6949,69485,34782,34782
13861,475,13861,1387,13861,6937,6937
9342,771,9342,935,9342,4677,4677
58948,496,58948,5895,58948,29506,29506
14567,302,14567,1457,14567,7291,7291
17573,912,17573,1758,17573,8794,8794
15034,859,15034,1504,15034,7525,7525
88099,192,88099,8810,88099,44104,44104
81097,462,81097,8110,81097,40599,40599
35012,341,35012,3502,35012,17527,17527
17210,291,17210,1721,17210,8612,8612
10009,894,10009,1001,10009,5009,5009
71616,758,71616,7162,71616,35847,35847
81963,833,81963,8197,81963,41032,41032
93165,460,93165,9317,93165,46639,46639
31618,545,31618,3162,31618,15825,15825
42378,700,42378,4238,42378,21213,21213
63116,296,63116,6312,63116,31593,31593
5270,837,5270,527,5270,2637,2637
46023,259,46023,4603,46023,23037,23037
93174,738,93174,9318,93174,46643,46643
26555,207,26555,2656,26555,13292,13292
15545,982,15545,1555,15545,7780,7780
54163,554,54163,5417,54163,27111,27111
7627,206,7627,763,7627,3818,3818
96905,271,96905,9691,96905,48511,48511
23997,504,23997,2400,23997,12010,12010
60789,570,60789,6079,60789,30429,30429
59983,608,59983,5999,59983,30025,30025
30408,84,30408,3041,30408,15221,15221
32050,331,32050,3205,32050,16042,16042
64627,207,64627,6463,64627,32350,32350
80963,736,80963,8097,80963,40532,40532
93849,387,93849,9385,93849,46982,46982
41324,618,41324,4133,41324,20686,20686
39949,211,39949,3995,39949,19998,19998
21871,700,21871,2188,21871,10946,10946
77026,246,77026,7703,77026,38558,38558
523,24,523,53,523,262,262
348,936,348,35,348,174,174
96409,80,96409,9641,96409,48263,48263
88556,448,88556,8856,88556,44332,44332
43913,222,43913,4392,43913,21982,21982
83300,117,83300,8330,83300,41703,41703
69868,168,69868,6987,69868,34973,34973
21557,54,21557,2156,21557,10789,10789
98481,208,98481,9849,98481,49301,49302
52480,692,52480,5248,52480,26268,26268
38245,726,38245,3825,38245,19145,19145
90985,236,90985,9099,90985,45549,45549
24430,584,24430,2443,24430,12228,12228
7854,216,7854,786,7854,3932,3932
34109,944,34109,3411,34109,17075,17075
19913,702,19913,1992,19913,9966,9966
38933,484,38933,3894,38933,19489,19489
70919,819,70919,7092,70919,35498,35498
87004,391,87004,8701,87004,43556,43556
74105,128,74105,7411,74105,37095,37095
84438,231,84438,8444,84438,42272,42272
15848,672,15848,1585,15848,7931,7931
56884,241,56884,5689,56884,28474,28474
68194,298,68194,6820,68194,34135,34135
36923,368,36923,3693,36923,18483,18483
72012,974,72012,7202,72012,36046,36046
28797,951,28797,2880,28797,14413,14413
17089,61,17089,1709,17089,8552,8552
92426,166,92426,9243,92426,46271,46271
4763,346,4763,477,4763,2384,2384
3980,848,3980,398,3980,1993,1993
32589,359,32589,3259,32589,16313,16313
40266,99,40266,4027,40266,20156,20156
95502,785,95502,9551,95502,47809,47809
84221,666,84221,8423,84221,42164,42164
60908,468,60908,6091,60908,30489,30489
28989,675,28989,2899,28989,14510,14510
77859,637,77859,7786,77859,38976,38976
86912,102,86912,8692,86912,43510,43510
8083,757,8083,809,8083,4047,4047
28655,849,28655,2866,28655,14342,14342
27412,61,27412,2742,27412,13720,13720
30092,747,30092,3010,30092,15063,15063
74924,174,74924,7493,74924,37505,37505
52925,470,52925,5293,52925,26490,26490
29935,376,29935,2994,29935,14984,14984
37743,332,37743,3775,37743,18894,18894
95629,692,95629,9563,95629,47873,47873
31474,560,31474,3148,31474,15754,15754
47797,53,47797,4780,47797,23926,23926
43059,404,43059,4306,43059,21555,21555
54101,85,54101,5411,54101,27080,27080
92155,477,92155,9216,92155,46135,46135
39252,816,39252,3926,39252,19649,19649
52310,375,52310,5231,52310,26183,26183
17335,442,17335,1734,17335,8674,8674
15308,160,15308,1531,15308,7662,7662
82506,691,82506,8251,82506,41304,41304
98445,179,98445,9845,98445,49283,49283
51646,711,51646,5165,51646,25851,25851
92659,192,92659,9266,92659,46387,46387
62439,2,62439,6244,62439,31254,31254
56611,802,56611,5662,56611,28338,28338
41416,573,41416,4142,41416,20732,20732
80624,376,80624,8063,80624,40362,40362
34700,227,34700,3470,34700,17371,17371
38450,959,38450,3845,38450,19247,19247
50521,227,50521,5053,50521,25290,25290
92959,652,92959,9296,92959,46536,46536
14657,388,14657,1466,14657,7336,7336
67319,856,67319,6732,67319,33698,33698
55980,736,55980,5598,55980,28022,28022
36193,987,36193,3620,36193,18118,18118
28730,808,28730,2873,28730,14380,14380
42478,417,42478,4248,42478,21264,21264
5662,304,5662,567,5662,2834,2834
80393,995,80393,8040,80393,40246,40246
36917,687,36917,3692,36917,18480,18480
7866,806,7866,787,7866,3938,3938
6875,92,6875,688,6875,3441,3441
16121,992,16121,1613,16121,8067,8067
72897,607,72897,7290,72897,36490,36490
84200,631,84200,8420,84200,42153,42153
10590,387,10590,1059,10590,5300,5300
9755,358,9755,976,9755,4882,4882
19071,621,19071,1908,19071,9544,9544
84214,990,84214,8422,84214,42160,42160
46838,422,46838,4684,46838,23444,23444
7446,43,7446,745,7446,3728,3728
48524,527,48524,4853,48524,24291,24291
43409,892,43409,4341,43409,21730,21730
81882,769,81882,8189,81882,40992,40992
51648,333,51648,5165,51648,25852,25852
68997,620,68997,6900,68997,34537,34537
84573,770,84573,8458,84573,42339,42339
11877,298,11877,1188,11877,5944,5944
35278,814,35278,3528,35278,17659,17659
9361,715,9361,937,9361,4686,4686
58168,457,58168,5817,58168,29115,29115
37504,236,37504,3751,37504,18774,18774
82251,589,82251,8226,82251,41176,41176
47242,909,47242,4725,47242,23648,23648
3488,528,3488,349,3488,1746,1746
9037,309,9037,904,9037,4524,4524
34804,591,34804,3481,34804,17422,17422
66942,880,66942,6695,66942,33510,33510
56967,463,56967,5697,56967,28516,28516
8154,145,8154,816,8154,4082,4082
11533,649,11533,1154,11533,5772,5772
12904,922,12904,1291,12904,6457,6457
41196,83,41196,4120,41196,20621,20621
12476,207,12476,1248,12476,6244,6244
44656,186,44656,4466,44656,22354,22354
95628,511,95628,9563,95628,47872,47872
96903,951,96903,9691,96903,48510,48510
67811,568,67811,6782,67811,33943,33943
93207,423,93207,9321,93207,46660,46660
51162,517,51162,5117,51162,25609,25609
65544,617,65544,6555,65544,32811,32811
75439,338,75439,7544,75439,37762,37762
83872,478,83872,8388,83872,41989,41989
79914,467,79914,7992,79914,40006,40006
8016,555,8016,802,8016,4013,4013
22608,536,22608,2261,22608,11314,11314
39025,780,39025,3903,39025,19535,19535
3752,716,3752,376,3752,1877,1877
81260,320,81260,8126,81260,40681,40681
18187,338,18187,1819,18187,9102,9102
53861,80,53861,5387,53861,26959,26959
