100,150,1000,100
30506,33896,13847,1385
26800,29778,476,48
46943,52159,14396,1440
2620,2912,8204,821
25326,28140,9350,935
25093,27882,19596,1960
18647,20719,8248,825
144,160,5122,513
1022,1135,17352,1736
5125,5694,8169,817
3358,3731,4721,473
10856,12063,4646,465
1446,1606,6356,636
42634,47372,13352,1336
10089,11210,10211,1022
258,287,8997,900
19354,21505,17310,1731
48016,53352,15580,1558
38322,42580,2289,229
11556,12840,9942,995
28682,31869,7302,731
7049,7832,6125,613
24728,27476,11691,1170
7673,8526,18108,1811
4943,5492,7509,751
27276,30307,9064,907
10253,11393,15756,1576
30671,34079,8348,835
12908,14343,14169,1417
8133,9037,14046,1405
26611,29568,2851,286
21040,23378,7541,755
7655,8506,4945,495
19118,21243,1439,144
5465,6072,4837,484
24556,27285,15458,1546
39520,43912,3058,306
13091,14546,17050,1705
34425,38250,9862,987
6993,7770,13192,1320
9431,10478,4824,483
8042,8936,10040,1004
15999,17777,551,56
47649,52944,1693,170
8882,9869,15123,1513
11311,12568,13739,1374
64,71,1536,154
3565,3961,9672,968
18048,20054,13692,1370
12476,13863,7669,767
27511,30568,1108,111
19436,21596,5543,555
458,509,13210,1321
11937,13264,17758,1776
43022,47803,5769,577
12497,13886,4955,496
7797,8663,3321,333
34281,38090,13240,1324
37640,41823,8928,893
39662,44069,2576,258
33952,37725,8020,802
48382,53758,16482,1649
49259,54733,16625,1663
2292,2546,11825,1183
32647,36275,16235,1624
5931,6590,4003,401
34782,38647,7251,726
6937,7708,5708,571
4677,5196,17890,1789
29506,32785,1962,197
7291,8101,3758,376
8794,9771,4332,434
7525,8361,8625,863
44104,49005,7701,771
40599,45110,8135,814
17527,19475,19732,1974
8612,9569,11279,1128
5009,5565,14487,1449
35847,39830,17099,1710
41032,45592,7230,723
46639,51822,19567,1957
15825,17584,6997,700
21213,23570,8735,874
31593,35104,13939,1394
2637,2930,16846,1685
23037,25597,5106,511
46643,51826,17984,1799
13292,14769,19217,1922
7780,8644,9289,929
27111,30124,19847,1985
3818,4242,11844,1185
48511,53902,1216,122
12010,13345,12706,1271
30429,33810,4470,447
30025,33362,16959,1696
15221,16913,3200,320
16042,17825,12156,1216
32350,35945,143,15
40532,45036,19118,1912
46982,52203,19170,1917
20686,22985,15898,1590
19998,22220,3393,340
10946,12163,1559,156
38558,42843,4997,500
262,291,16147,1615
174,194,18769,1877
48263,53626,5650,565
44332,49258,1600,160
21982,24425,15952,1596
41703,46337,6434,644
34973,38859,14595,1460
10789,11988,10803,1081
49301,54780,4566,457
26268,29187,12023,1203
19145,21273,13015,1302
45549,50610,256,26
12228,13587,17845,1785
3932,4369,10030,1003
17075,18973,4205,421
9966,11073,3323,333
19489,21655,3362,337
35498,39443,14177,1418
43556,48396,2587,259
37095,41217,9853,986
42272,46969,9169,917
7931,8812,5892,590
28474,31638,7207,721
34135,37928,8680,868
18483,20537,12251,1226
36046,40052,8878,888
14413,16015,3497,350
8552,9502,13353,1336
46271,51413,2088,209
2384,2649,223,23
1993,2214,17835,1784
16313,18126,3685,369
20156,22396,3734,374
47809,53122,9587,959
42164,46849,1182,119
30489,33877,14130,1413
14510,16123,5669,567
38976,43307,5483,549
43510,48345,4702,471
